πληροφορίες,ημνία_πλειστηριασμού,μοναδικός_κωδικός,τύπος_ακινήτου,περιφέρεια,δήμος,επιφάνεια,όροφος,έτος_κατασκευής,κατάσταση_πλειστηριασμού,τιμή_εκκίνησης (€),ακρίβεια_τοποθεσίας,latitude,longitude,year_range,surface_range
https://www.eauction.gr/Auction/Details/1e4k5bdg3j0h4i5ebcaj3_3f1k7a50dd,26/04/2023,bnFqemsuqu,Κατοικία,Αττικής,Αθηναίων,93.0,3ος,1959.0,Ματαιωμένος,69000,ναι,38.0025044,23.7307393,1950-1969,50-99
https://www.eauction.gr/Auction/Details/4e0a4bbg0k_i5e63bh7aa7d0bc3fci_4,02/02/2023,kghtj3T7TZ,Κατοικία,Αττικής,Κορυδαλλού,130.0,Ισόγειο,1978.0,Ματαιωμένος,110032,ναι,37.9860113,23.6389974,1970-1989,100-149
https://www.eauction.gr/Auction/Details/bj3ga55i71dda34ha0051h_d_gad0h2e,18/01/2023,Nf3lrIYSGh-002,Αποθήκη,Αττικής,Πειραιώς,9.7,Υπόγειο,2002.0,Ολοκληρωμένος - Κατακύρωση,1600,ναι,37.9601184,23.6341919,2000-2009,<50
https://www.eauction.gr/Auction/Details/06d51f42c04d7hde0j32212g1cd_3i5d,18/01/2023,Nf3lrIYSGh-001,Κατοικία,Αττικής,Πειραιώς,59.27,3ος,2002.0,Ολοκληρωμένος - Κατακύρωση,63200,ναι,37.9601184,23.6341919,2000-2009,50-99
https://www.eauction.gr/Auction/Details/b6523jda_6bg1_ckc146cc62d45bb45i,10/05/2023,PcfdbKGgl4,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,179.4,Ισόγειο,1978.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,149070,ναι,38.0016823,23.7243842,1970-1989,150-199
https://www.eauction.gr/Auction/Details/733g2c342edd3cc7355kak3d_17d3edf,18/01/2023,Nf3lrIYSGh-003,Θέση Στάθμευσης,Αττικής,Πειραιώς,17.92,Ισόγειο,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,8800,ναι,37.9601184,23.6341919,2000-2009,<50
https://www.eauction.gr/Auction/Details/_d661aagbkag61a4ajb36ca70_7061_c,18/01/2023,YiSoCrYipr-003,Αποθήκη,Αττικής,Πειραιώς,2.5,Υπόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,1000,όχι,37.9633032,23.5968205,2000-2009,<50
https://www.eauction.gr/Auction/Details/62cj1j46ci35406jbh061ca_ca5_0kb2,18/01/2023,YiSoCrYipr-002,Θέση Στάθμευσης,Αττικής,Πειραιώς,10.13,Υπόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,5000,όχι,37.9633032,23.5968205,2000-2009,<50
https://www.eauction.gr/Auction/Details/044_10c2d13c02700a565d01c0_3aich,18/01/2023,YiSoCrYipr-001,Κατοικία,Αττικής,Πειραιώς,60.0,4ος,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,92000,όχι,37.9633032,23.5968205,2000-2009,50-99
https://www.eauction.gr/Auction/Details/445g254c535j_k2d3i2dc20703ae345i,18/01/2023,nawuepVVsM,Κατοικία,Αττικής,Νέας Σμύρνης,106.35,2ος,1978.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,172000,ναι,37.9524818,23.7124405,1970-1989,100-149
https://www.eauction.gr/Auction/Details/1bb40_a46i767ib371107faac332cibc,01/02/2023,muZVyLqcu0,Κατοικία,Αττικής,Ιλίου,42.0,Ημιυπόγειο,1971.0,Ματαιωμένος,20000,ναι,38.032593,23.6878019,1970-1989,<50
https://www.eauction.gr/Auction/Details/5a0f3k3g036e3d661h_hb13j5kc074_0,18/01/2023,qGHZp9PnMl,Κατοικία,Αττικής,Αχαρνών,76.0,1ος,1980.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,40000,ναι,38.0852883,23.7325292,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b7c_c164c_0k060fa65a61266h7fa61g,20/01/2023,V483xDE2IY,Κατοικία,Αττικής,Αθηναίων,57.6,Ημιυπόγειο,1968.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,50500,ναι,37.9939293,23.7740438,1950-1969,50-99
https://www.eauction.gr/Auction/Details/_g2ab3_e0a5gb66ibc144e0e1j0ac102,20/01/2023,5Q4tv8HmNe,Κατοικία,Αττικής,Σαρωνικού,167.97,Ισόγειο,2009.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,287000,ναι,37.8132208,23.8838371,2000-2009,150-199
https://www.eauction.gr/Auction/Details/_k_fd65i163a6d3b4f7g1g506_b6522j,22/02/2023,ISenHk85rY,Κατοικία,Αττικής,Αθηναίων,99.8,2ος,1987.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,130000,ναι,38.0069761,23.7203563,1970-1989,50-99
https://www.eauction.gr/Auction/Details/acckaf0a7f033f_41c63d6073a51ck17,20/01/2023,Byw26nZH8j,Κατοικία,Αττικής,Αθηναίων,69.7,1ος,1964.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,52000,ναι,38.0129318,23.7344039,1950-1969,50-99
https://www.eauction.gr/Auction/Details/44__1bba7bb_60d_7a7jb3_c6bd43i_d,16/02/2023,PvdsQ17Sbd,Κατοικία,Αττικής,Φυλής,68.55,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,11500,ναι,38.0872714,23.7168293,,50-99
https://www.eauction.gr/Auction/Details/_37d2ac63c32a_70dc_326d526_5ag5a,12/07/2023,yQOioyXBWf,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,103.8,Ισόγειο,1976.0,Ματαιωμένος,72000,ναι,38.0025017,23.7118559,1970-1989,100-149
https://www.eauction.gr/Auction/Details/_114515kb43j4b0cd101agakd502db33,15/02/2023,WwhHYGcFnE,Κατοικία,Αττικής,Πειραιώς,87.06,Ισόγειο,1992.0,Ματαιωμένος,52000,ναι,37.9849358,23.6325766,1990-1999,50-99
https://www.eauction.gr/Auction/Details/bd3jb30jbgbe0g2c4d_a76de7_44bdc1,22/02/2023,i8Soi7UcKR,Κατοικία,Αττικής,Βύρωνος,81.1,Ισόγειο,1982.0,Ολοκληρωμένος - Κατακύρωση,67000,ναι,37.9418801,23.76953,1970-1989,50-99
https://www.eauction.gr/Auction/Details/df1bcb2j56bh201c45_f_b0ad6137f2i,08/03/2023,brGPRB8HqC,Κατοικία,Αττικής,Αθηναίων,61.5,6ος,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,97000,ναι,38.0136782,23.7213664,2000-2009,50-99
https://www.eauction.gr/Auction/Details/0ba3ag_21e4ecf5h00a3ddb54dci641c,16/02/2023,qgop0nVKsc,Οικόπεδο,Αττικής,Φυλής,182.04,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,30000,όχι,38.0545201,23.7402696,,150-199
https://www.eauction.gr/Auction/Details/b060cic045_5747f3c215k2d511ca7_h,17/02/2023,2frxWJarEY,Κατοικία,Αττικής,Πειραιώς,53.7,2ος,1976.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,39800,ναι,37.9587886,23.6608325,1970-1989,50-99
https://www.eauction.gr/Auction/Details/0b4g2gb70ka3biab2f5fc___031i0b30,15/02/2023,gmkQyZILDn,Κατοικία,Αττικής,Κορυδαλλού,51.0,1ος,1980.0,Ματαιωμένος,32000,ναι,37.9944608,23.6404743,1970-1989,50-99
https://www.eauction.gr/Auction/Details/ce_a3b0k1ccbbbb1_j_e_db3d27d223d,19/01/2023,SvZs47Mfch-002,Οικόπεδο,Αττικής,Σαρωνικού,244.3,,,Ματαιωμένος,58000,ναι,37.8060585,23.8781673,,200-299
https://www.eauction.gr/Auction/Details/422dbi6gd30g3g424h4b6cd73_ca3464,19/01/2023,SvZs47Mfch-001,Κατοικία,Αττικής,Σαρωνικού,186.0,Ισόγειο,1980.0,Ματαιωμένος,195000,ναι,37.805984,23.8782881,1970-1989,150-199
https://www.eauction.gr/Auction/Details/544143ad3a3id114060g617jcf1j3kca,18/01/2023,Lm66LHAMWf,Κατοικία,Αττικής,Πειραιώς,60.0,Ισόγειο,1965.0,Ματαιωμένος,55700,ναι,37.9341842,23.6469764,1950-1969,50-99
https://www.eauction.gr/Auction/Details/4a60cbdfck1e_ka7cc444gcj6gb2c2_i,31/05/2023,3GYksKHL1x,Κατοικία,Αττικής,Χαλανδρίου,75.5,2ος,1980.0,Ματαιωμένος,53500,ναι,38.0319137,23.8044925,1970-1989,50-99
https://www.eauction.gr/Auction/Details/40ad36bi6a373a4cd47cb122cj_e322h,22/02/2023,0DKx8c3uvn-003,Κατοικία,Αττικής,Αθηναίων,131.8,Ισόγειο,1958.0,Ολοκληρωμένος - Κατακύρωση,109000,ναι,38.0012626,23.7396289,1950-1969,100-149
https://www.eauction.gr/Auction/Details/6fdb7cc26fahd4_h417fc3046j5c5i5h,25/01/2023,l0A8dbgvZ4,Κατοικία,Αττικής,Καλλιθέας,73.0,4ος,1976.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,110000,ναι,37.9533296,23.6999951,1970-1989,50-99
https://www.eauction.gr/Auction/Details/bkd_1c5cb7b12_450ec1c706d34d5432,22/02/2023,0DKx8c3uvn-001,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,22.0,Ημιώροφος,1959.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,18000,ναι,37.9872445,23.7294877,1950-1969,<50
https://www.eauction.gr/Auction/Details/0b6f676gc750bf1d7da4073f_k6b6d0j,22/02/2023,0DKx8c3uvn-002,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,40.0,Ημιώροφος,1959.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,32000,ναι,37.9872445,23.7294877,1950-1969,<50
https://www.eauction.gr/Auction/Details/b25daa_e3_dg_6_j_k4b1i4_440i5bah,22/02/2023,1AK8BY784N,Κατοικία,Αττικής,Σαλαμίνας,45.5,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,37300,ναι,37.9326703,23.5325451,,<50
https://www.eauction.gr/Auction/Details/3abc3d2e1_721377ai22b1c5caa_023a,03/02/2023,77gR7hUn6N-001,Κατοικία,Αττικής,Αθηναίων,83.3,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,130000,ναι,37.9969263,23.7179094,,50-99
https://www.eauction.gr/Auction/Details/0a66ai6jba3a07_3d5024h1k1bc03ed3,03/02/2023,77gR7hUn6N-002,Αποθήκη,Αττικής,Αθηναίων,4.16,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2000,ναι,37.9969263,23.7179094,,<50
https://www.eauction.gr/Auction/Details/d5b1ak4a66ae1035662ca6_543_651d3,22/02/2023,gLZCkUoNjJ,Αποθήκη,Αττικής,Αθηναίων,80.0,Υπόγειο,1980.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,22000,ναι,38.024471,23.7442753,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1j_107cjb2bk11c_4e47606g3h7f437c,22/02/2023,m7x1FsDGeC,Οικόπεδο,Αττικής,Σαλαμίνας,159.25,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,14000,ναι,37.9343105,23.5299832,,150-199
https://www.eauction.gr/Auction/Details/72a1cd_3_04kb04j46_21j6a6c7415d6,10/02/2023,Um6WTnG8Mq,Κατοικία,Αττικής,Φιλαδέλφειας - Χαλκηδόνος,64.4,Ισόγειο,1983.0,Ματαιωμένος,42400,ναι,38.0512722,23.7452918,1970-1989,50-99
https://www.eauction.gr/Auction/Details/63aa2k0ja37hcg2__d60cf4270127g54,17/02/2023,UqLiGcCFHp,Κατοικία,Αττικής,Μαρκοπούλου Μεσογαίας,45.46,Ισόγειο,1955.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,47000,ναι,37.8817843,23.9327478,1950-1969,<50
https://www.eauction.gr/Auction/Details/727h5dbi7kc4___ickak6g4g3e455014,17/02/2023,5kGj4anqDk,Κατοικία,Αττικής,Αθηναίων,94.0,1ος,1988.0,Ολοκληρωμένος - Κατακύρωση,77600,ναι,38.0014662,23.7092422,1970-1989,50-99
https://www.eauction.gr/Auction/Details/bbbh674g_f6iba_f2f017hck7f3jbbcj,22/02/2023,Yp2YkNuMun-001,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,98.8,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,88700,ναι,37.9643711,23.6623089,,50-99
https://www.eauction.gr/Auction/Details/6k4k716hbg4abdd5b1ceb1c10b4g3i3k,22/02/2023,Yp2YkNuMun-002,Επαγγελματικοί Χώροι,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,122.21,Ισόγειο,2005.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,124000,όχι,37.9554858,23.6701382,2000-2009,100-149
https://www.eauction.gr/Auction/Details/07b004174377__4g266fd6c27261cb_c,22/02/2023,W65BlJyDop-001,Κατοικία,Αττικής,Πειραιώς,44.08,2ος,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,70400,όχι,37.9621761,23.6467416,2000-2009,<50
https://www.eauction.gr/Auction/Details/3kakdb2c6bdf464j4k4h0j172156d77j,22/02/2023,W65BlJyDop-002,Αποθήκη,Αττικής,Πειραιώς,5.04,Υπόγειο,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,1750,όχι,37.9621761,23.6467416,2000-2009,<50
https://www.eauction.gr/Auction/Details/_k7bd41h7h_b222g55_0270c_5df7677,22/02/2023,W65BlJyDop-003,Κατοικία,Αττικής,Πειραιώς,41.0,Ισόγειο,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,62000,όχι,37.9621761,23.6467416,2000-2009,<50
https://www.eauction.gr/Auction/Details/b0a666aac12756107g7e41ac13cd_f74,22/02/2023,GR0mRWgmrq,Επαγγελματικοί Χώροι,Αττικής,Αμαρουσίου,69.75,Ισόγειο,2002.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,213477.6,ναι,38.052683,23.8078463,2000-2009,50-99
https://www.eauction.gr/Auction/Details/_0b30dag4aa4635kc21bdd013b3dd6d3,17/02/2023,o94DyFqTcY-002,Αποθήκη,Αττικής,Αθηναίων,111.0,Υπόγειο,1974.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,6084,ναι,37.9608467,23.7460479,1970-1989,100-149
https://www.eauction.gr/Auction/Details/ad772iafbb6ic5aj4c3572caa32fadbi,17/02/2023,o94DyFqTcY-001,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,120.0,Ισόγειο,1974.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,35892,ναι,37.9608467,23.7460479,1970-1989,100-149
https://www.eauction.gr/Auction/Details/cg7c_a0dd25i2e3bbi11d4_a354c2jc0,17/02/2023,3FwZJwNSCj,Κατοικία,Αττικής,Φυλής,138.22,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,23200,όχι,38.0457568,23.8584737,,100-149
https://www.eauction.gr/Auction/Details/4c3g2bc0221d13bg26aecb2j3j2f5bdd,21/06/2023,gu76MJe2RO,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,91.8,Ισόγειο,1963.0,Ματαιωμένος,62500,ναι,37.9685442,23.7435774,1950-1969,50-99
https://www.eauction.gr/Auction/Details/7dc2c7db5053c10dc40fcbaj23a5ad7c,17/05/2023,cLHxXUgv7p,Οικόπεδο,Αττικής,Αγίας Βαρβάρας,212.4,,,Ματαιωμένος,33000,ναι,37.9900136,23.6504899,,200-299
https://www.eauction.gr/Auction/Details/b20_a6dgd2ddbbac547i200b5a132b0e,05/04/2023,pPNPKUaiJf,Αγροτεμάχιο με κτίσμα,Αττικής,Μεγαρέων,446.26,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,206000,όχι,38.0316495,23.2632655,,400-499
https://www.eauction.gr/Auction/Details/_b2c0f1b21bca_672b7h2cch56ce2h_b,01/03/2023,Zi5YA8NkwW,Αποθήκη,Αττικής,Νέας Ιωνίας,6.5,Υπόγειο,1994.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2600,ναι,38.0380193,23.7697199,1990-1999,<50
https://www.eauction.gr/Auction/Details/cib1cgbe5704ca553gb2554fa6_gac_c,22/02/2023,nkSY9eTaYw-001,Κατοικία,Αττικής,Κηφισιάς,109.98,1ος,2006.0,Ματαιωμένος,291000,ναι,38.1029927,23.8035585,2000-2009,100-149
https://www.eauction.gr/Auction/Details/dg6dbg4j61db164f_24_c346ddc7cj54,22/02/2023,nkSY9eTaYw-002,Θέση Στάθμευσης,Αττικής,Κηφισιάς,41.5,Υπόγειο,2006.0,Ματαιωμένος,20000,ναι,38.1029927,23.8035585,2000-2009,<50
https://www.eauction.gr/Auction/Details/a17hb3ce2k_f7d137i07bfbh66_6c021,06/04/2023,800l6Dtf45,Κατοικία,Αττικής,Αγίας Βαρβάρας,74.0,2ος,1970.0,Ματαιωμένος,40000,ναι,37.9949821,23.6567181,1970-1989,50-99
https://www.eauction.gr/Auction/Details/647h2ccg_4ab0310747_35b_c6_21cai,24/02/2023,lw6yJuRJ0W,Κατοικία,Αττικής,Κρωπίας,100.0,,1990.0,Ολοκληρωμένος - Κατακύρωση,104000,ναι,37.8239671,23.8462533,1990-1999,100-149
https://www.eauction.gr/Auction/Details/3dab1k12cgah7g1b3h3f6d7bc42fdadf,24/02/2023,JTNwPOavcR,Κατοικία,Αττικής,Αθηναίων,45.05,Ισόγειο,1960.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,29600,ναι,38.0040506,23.7420159,1950-1969,<50
https://www.eauction.gr/Auction/Details/61607d2f0h43aa620h3e71_ed26c1gdg,15/03/2023,I961xCSZVB,Κατοικία,Αττικής,Σαλαμίνας,68.72,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,53000,ναι,37.9393785,23.5289091,,50-99
https://www.eauction.gr/Auction/Details/4c4bba0h0d5_757i3522626i746120b4,15/03/2023,8i9EKSu1eK,Κατοικία,Αττικής,Πετρούπολης,106.0,1ος,1990.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,154700,ναι,38.0391745,23.680284,1990-1999,100-149
https://www.eauction.gr/Auction/Details/ck3_d6c25hci6jdbbh_gc1b5007j7b5j,15/03/2023,AN1mdFLgpc,Κατοικία,Αττικής,Σαλαμίνας,77.0,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,58761,ναι,37.9198614,23.4597501,,50-99
https://www.eauction.gr/Auction/Details/dbah2j4h2h72352cbha24hc70j_61h2h,12/07/2023,iGcCwkK2eD-001,Κατοικία,Αττικής,Πετρούπολης,65.89,Ισόγειο,1985.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,75200,ναι,38.0313473,23.6826094,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1032a72c6j4e0a3c2ach7ca47137_gd4,12/07/2023,iGcCwkK2eD-002,Κατοικία,Αττικής,Πετρούπολης,57.62,Ισόγειο,1985.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,65800,ναι,38.0313473,23.6826094,1970-1989,50-99
https://www.eauction.gr/Auction/Details/1g_jb66ib0727k7h70b3a4051001b346,12/07/2023,iGcCwkK2eD-003,Κατοικία,Αττικής,Πετρούπολης,129.63,3ος,1985.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,154000,ναι,38.0313473,23.6826094,1970-1989,100-149
https://www.eauction.gr/Auction/Details/364k3eab6eb6dg12_k4705_c_7531_5j,10/03/2023,xtGC8oeBXH-001,Κατοικία,Αττικής,Πειραιώς,39.0,1ος,1960.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,33000,ναι,37.9565837,23.6425432,1950-1969,<50
https://www.eauction.gr/Auction/Details/6__e4a32d5055i3j2g72_a4c_7a65f62,10/03/2023,xtGC8oeBXH-002,Κατοικία,Αττικής,Πειραιώς,84.0,Ισόγειο,1960.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,54500,ναι,37.9565611,23.6421508,1950-1969,50-99
https://www.eauction.gr/Auction/Details/a71cbd6h736h62077cc35j6_46ac76dg,08/02/2023,pg8cgZZVLM,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,70.0,2ος,1981.0,Ματαιωμένος,54500,ναι,37.9712208,23.6416214,1970-1989,50-99
https://www.eauction.gr/Auction/Details/23d774cb6h5c4i11101jdd407a0d377c,01/03/2023,2KmmidQUx0,Κατοικία,Αττικής,Βύρωνος,76.0,Ισόγειο,1972.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,49600,ναι,37.9599528,23.758119,1970-1989,50-99
https://www.eauction.gr/Auction/Details/b6_4b_c24jbe6d7065_i15b30j6h060c,01/03/2023,OeEQdQTGah,Κατοικία,Αττικής,Κερατσινίου - Δραπετσώνας,72.0,2ος,1980.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,48800,ναι,37.9682596,23.623871,1970-1989,50-99
https://www.eauction.gr/Auction/Details/be027g_hc5a4a766a30k32aic0dg5d22,10/03/2023,Bv2D3J24Sm,Κατοικία,Αττικής,Ηλιουπόλεως,92.3,1ος,1985.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,142000,ναι,37.9223854,23.7648015,1970-1989,50-99
https://www.eauction.gr/Auction/Details/15cb6j7a7fd2470k3a_b5ad70h7a2a60,15/02/2023,m9iPuIlraL,Κατοικία,Αττικής,Νικαίας - Αγίου Ιωάννου Ρέντη,81.0,,,Ματαιωμένος,90400,ναι,37.9709846,23.6564747,,50-99
https://www.eauction.gr/Auction/Details/302_6jai6f0c06ck6f2j6g4_354k5cd3,26/04/2023,rVI2IaYAk4-003,Θέση Στάθμευσης,Αττικής,Αθηναίων,13.5,Υπόγειο,2007.0,Ολοκληρωμένος - Κατακύρωση,5000,ναι,37.9887928,23.7134259,2000-2009,<50
https://www.eauction.gr/Auction/Details/a_7k036dc_bg0237agbfb02k6cd6b53c,26/04/2023,rVI2IaYAk4-001,Κατοικία,Αττικής,Αθηναίων,69.94,1ος,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,97000,ναι,37.9887928,23.7134259,2000-2009,50-99
https://www.eauction.gr/Auction/Details/6b23d4cc11cka_3_cc7cbcc46g_3_24i,26/04/2023,rVI2IaYAk4-002,Αποθήκη,Αττικής,Αθηναίων,5.73,Υπόγειο,2007.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,2000,ναι,37.9887928,23.7134259,2000-2009,<50
https://www.eauction.gr/Auction/Details/be2j216045_17a_i5e721542d5cfcich,03/05/2023,VDnvqHkwnI,Κατοικία,Αττικής,Γλυφάδας,96.57,2ος,1976.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,159000,ναι,37.8891157,23.7752988,1970-1989,50-99
https://www.eauction.gr/Auction/Details/_e12574014bg2d0f_0a17ebf6b0cab3c,24/02/2023,G8auXBKPDg,Κατοικία,Αττικής,Αθηναίων,14.0,Ισόγειο,1960.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,28074,ναι,37.9846604,23.7300382,1950-1969,<50
https://www.eauction.gr/Auction/Details/_c3f2_54_0b41_5c170514d63j4e01_4,03/05/2023,NNrbsgAjHo,Κατοικία,Αττικής,Κηφισιάς,257.03,Ισόγειο,2003.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,463000,ναι,38.0812597,23.7986605,2000-2009,200-299
https://www.eauction.gr/Auction/Details/dc5g7c10d0cb37ca_b3jcgbj440ha721,10/03/2023,us0vg7wNxK,Κατοικία,Αττικής,Αγίας Βαρβάρας,49.61,1ος,1980.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,41000,ναι,37.9883761,23.6550827,1970-1989,<50
https://www.eauction.gr/Auction/Details/bjae7c526db55ibb1ibab_6kcd_i1h0e,10/03/2023,2hO8iiGNxt,Κατοικία,Αττικής,Πειραιώς,48.74,1ος,2000.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,97000,ναι,37.9277808,23.6328285,2000-2009,<50
https://www.eauction.gr/Auction/Details/_d11534d7hd7cc04dacabb15daa_4f6a,10/03/2023,2bF9kmi0sI,Αγροτεμάχιο με κτίσμα,Αττικής,Αχαρνών,74.0,Ισόγειο,2000.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,66000,ναι,38.1063278,23.7540614,2000-2009,50-99
https://www.eauction.gr/Auction/Details/cgdea45c2bcfdf232i126h2fb7505g2e,03/05/2023,2VKTQ89ibw,Κατοικία,Αττικής,Αθηναίων,54.0,Ισόγειο,1970.0,Ματαιωμένος,55500,ναι,38.0121097,23.7261238,1970-1989,50-99
https://www.eauction.gr/Auction/Details/3_7a5g357gaaca026ecd_c435g5f722h,15/02/2023,f50Jph7YE1,Κατοικία,Αττικής,Ελευσίνας,165.76,,,Ματαιωμένος,143000,ναι,38.0484975,23.5290562,,150-199
https://www.eauction.gr/Auction/Details/0fcgb_4aa52b5150754145127g3_bh4i,01/03/2023,HVww10udsM,Αγροτεμάχιο με κτίσμα,Αττικής,Ασπροπύργου,195.8,,,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,57000,όχι,38.0609063,23.5910603,,150-199
https://www.eauction.gr/Auction/Details/2e4c0hb_a15a5501ch_5d4cc_c_f07d5,14/06/2023,UZpIQqC5O2,Κατοικία,Αττικής,Ηρακλείου,80.18,1ος,1988.0,Ματαιωμένος,130000,ναι,38.0486329,23.7556361,1970-1989,50-99
https://www.eauction.gr/Auction/Details/2__e4600de0gd75i340ja7b5da22bbd1,08/03/2023,uYSLUD15Ac,Κατοικία,Αττικής,Αθηναίων,149.91,Ισόγειο,1988.0,Ματαιωμένος,297000,ναι,37.9606617,23.7247209,1970-1989,100-149
https://www.eauction.gr/Auction/Details/d_51b7a04g5kah21_0c32_c4c1163k_h,14/06/2023,xYRd0wyMEt-001,Κατοικία,Αττικής,Γλυφάδας,113.5,4ος,1996.0,Ολοκληρωμένος - Κατακύρωση,325000,ναι,37.8789142,23.7566437,1990-1999,100-149
https://www.eauction.gr/Auction/Details/ce4i1ic6314b13d66kb7271_624a7_d1,14/06/2023,xYRd0wyMEt-002,Αποθήκη,Αττικής,Γλυφάδας,13.2,Υπόγειο,1996.0,Ολοκληρωμένος - Κατακύρωση,6000,ναι,37.8789142,23.7566437,1990-1999,<50
https://www.eauction.gr/Auction/Details/7j3d133edgaf3a422g2315b5ak3ec62a,14/06/2023,WyuSeds4HL-001,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,407.0,4ος,1992.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,361500,ναι,38.0162818,23.7364641,1990-1999,400-499
https://www.eauction.gr/Auction/Details/aa726f6eaj2c_j1546_04a10cic45edf,14/06/2023,WyuSeds4HL-002,Επαγγελματικοί Χώροι,Αττικής,Αθηναίων,10.0,4ος,1992.0,Ολοκληρωμένος - Ματαίωση ελλείψει πλειοδοτών,8900,ναι,38.0162818,23.7364641,1990-1999,<50
